payment_id,rental_id,amount,payment_datetime
13190,1614,3.99,"2005-06-16 06:58:02"
13191,2201,0.99,"2005-06-18 02:08:27"
13192,2370,7.99,"2005-06-18 14:29:54"
13193,2802,4.99,"2005-06-19 19:18:17"
13194,3816,2.99,"2005-07-06 15:27:04"
13195,4774,3.99,"2005-07-08 15:42:28"
13196,6963,4.99,"2005-07-27 00:13:02"
13197,9231,0.99,"2005-07-30 13:42:15"
13198,9459,4.99,"2005-07-30 22:24:46"
13199,11119,9.99,"2005-08-02 08:44:44"
13200,11705,4.99,"2005-08-17 07:22:25"
13201,12496,6.99,"2005-08-18 12:58:25"
13202,12701,6.99,"2005-08-18 20:26:47"
13203,13462,4.99,"2005-08-20 00:49:19"
13204,14095,5.99,"2005-08-21 00:25:45"
13205,14328,2.99,"2005-08-21 08:18:20"
13206,14424,6.99,"2005-08-21 11:24:11"
13207,15205,0.99,"2005-08-22 16:32:23"
13208,15981,4.99,"2005-08-23 20:12:17"
13209,585,6.99,"2005-05-28 11:50:45"
13210,676,4.99,"2005-05-28 22:27:51"
13211,1665,3.99,"2005-06-16 10:16:02"
13212,3476,4.99,"2005-07-05 23:02:37"
13213,3932,4.99,"2005-07-06 21:06:17"
13214,4083,2.99,"2005-07-07 05:13:15"
13215,4906,5.99,"2005-07-08 20:59:13"
13216,5173,7.99,"2005-07-09 09:31:44"
13217,5489,0.99,"2005-07-10 00:07:03"
13218,5654,4.99,"2005-07-10 07:24:46"
13219,6230,2.99,"2005-07-11 14:02:19"
13220,6803,4.99,"2005-07-12 17:21:49"
13221,6888,2.99,"2005-07-12 21:01:11"
13222,6923,8.99,"2005-07-12 22:40:48"
13223,8552,5.99,"2005-07-29 11:14:02"
13224,9108,4.99,"2005-07-30 08:56:36"
13225,9554,0.99,"2005-07-31 02:06:49"
13226,10786,7.99,"2005-08-01 21:29:34"
13227,10955,7.99,"2005-08-02 03:32:34"
13228,11965,2.99,"2005-08-17 17:39:45"
13229,14557,4.99,"2005-08-21 16:05:11"
13230,14761,6.99,"2005-08-21 23:30:28"
13231,15276,2.99,"2005-08-22 18:59:01"
13232,15448,2.99,"2005-08-23 00:55:24"
13233,484,2.99,"2005-05-27 23:26:45"
13234,1097,0.99,"2005-05-31 13:38:42"
13235,1198,2.99,"2005-06-15 01:48:58"
13236,1371,4.99,"2005-06-15 14:38:15"
13237,2026,4.99,"2005-06-17 13:05:38"
13238,2259,4.99,"2005-06-18 05:37:45"
13239,2391,4.99,"2005-06-18 15:33:30"
13240,3031,4.99,"2005-06-20 11:52:49"
13241,3440,3.99,"2005-06-21 19:58:18"
13242,4046,8.99,"2005-07-07 03:27:59"
13243,4392,2.99,"2005-07-07 21:11:02"
13244,5134,6.99,"2005-07-09 07:53:12"
13245,5889,4.99,"2005-07-10 19:54:41"
13246,6171,2.99,"2005-07-11 10:29:35"
13247,7019,3.99,"2005-07-27 02:20:26"
13248,7281,6.99,"2005-07-27 11:59:20"
13249,7688,7.99,"2005-07-28 03:20:47"
13250,7871,6.99,"2005-07-28 10:16:37"
13251,10036,2.99,"2005-07-31 18:47:20"
13252,10178,4.99,"2005-07-31 23:43:04"
13253,10974,6.99,"2005-08-02 04:10:52"
13254,11048,4.99,"2005-08-02 06:15:07"
13255,11590,0.99,"2005-08-17 02:28:33"
13256,11840,4.99,"2005-08-17 13:09:01"
13257,13607,2.99,"2005-08-20 06:08:42"
13258,14780,0.99,"2005-08-22 00:06:33"
13259,15685,5.99,"2005-08-23 09:41:28"
13260,84,2.99,"2005-05-25 12:36:30"
13261,1691,1.99,"2005-06-16 12:24:28"
13262,1855,4.99,"2005-06-17 00:54:58"
13263,1956,4.99,"2005-06-17 08:43:32"
13264,3298,9.99,"2005-06-21 07:09:44"
13265,4128,8.99,"2005-07-07 07:35:25"
13266,4142,2.99,"2005-07-07 08:19:45"
13267,4258,6.99,"2005-07-07 14:20:59"
13268,5325,0.99,"2005-07-09 16:35:47"
13269,5609,0.99,"2005-07-10 05:09:46"
13270,6257,2.99,"2005-07-11 15:23:46"
13271,7203,2.99,"2005-07-27 09:01:23"
13272,12971,4.99,"2005-08-19 06:42:43"
13273,14255,2.99,"2005-08-21 05:51:37"
13274,15822,0.99,"2005-08-23 15:05:59"
13275,15958,4.99,"2005-08-23 19:22:36"
13276,543,7.99,"2005-05-28 06:43:34"
13277,2109,3.99,"2005-06-17 19:41:42"
13278,2365,4.99,"2005-06-18 13:45:34"
13279,2579,0.99,"2005-06-19 04:40:44"
13280,2864,2.99,"2005-06-20 00:00:52"
13281,3586,4.99,"2005-07-06 04:24:42"
13282,3655,5.99,"2005-07-06 07:52:54"
13283,6549,7.99,"2005-07-12 05:02:01"
13284,6552,4.99,"2005-07-12 05:05:06"
13285,7026,2.99,"2005-07-27 02:48:58"
13286,7043,7.99,"2005-07-27 03:24:23"
13287,8298,4.99,"2005-07-29 02:47:36"
13288,8616,2.99,"2005-07-29 13:39:09"
13289,10777,6.99,"2005-08-01 21:03:50"
13290,10885,7.99,"2005-08-02 00:51:37"
13291,13638,2.99,"2005-08-20 07:21:15"
13292,13675,6.99,"2005-08-20 08:32:51"
13293,14117,4.99,"2005-08-21 01:11:59"
13294,15177,4.99,"2005-08-22 15:34:49"
13295,15355,0.99,"2005-08-22 21:19:24"
13296,15490,6.99,"2005-08-23 02:08:18"
13297,15878,2.99,"2005-08-23 16:34:31"
13298,14160,2.99,"2006-02-14 15:16:03"
13299,608,4.99,"2005-05-28 15:03:44"
13300,1683,2.99,"2005-06-16 11:54:55"
13301,3511,0.99,"2005-07-06 00:42:01"
13302,3803,2.99,"2005-07-06 15:06:55"
13303,3913,0.99,"2005-07-06 20:11:00"
13304,4086,3.99,"2005-07-07 05:26:06"
13305,4397,5.99,"2005-07-07 21:14:54"
13306,4551,7.99,"2005-07-08 04:36:21"
13307,5083,4.99,"2005-07-09 05:30:32"
13308,5180,2.99,"2005-07-09 10:06:53"
13309,7258,3.99,"2005-07-27 11:05:54"
13310,7546,8.99,"2005-07-27 21:50:09"
13311,7737,1.99,"2005-07-28 05:15:03"
13312,8333,2.99,"2005-07-29 04:16:40"
13313,8895,2.99,"2005-07-30 00:49:17"
13314,8934,4.99,"2005-07-30 02:37:05"
13315,9012,4.99,"2005-07-30 05:18:57"
13316,9510,7.99,"2005-07-31 00:24:17"
13317,9799,2.99,"2005-07-31 10:58:32"
13318,9943,7.99,"2005-07-31 15:37:29"
13319,10403,0.99,"2005-08-01 07:30:45"
13320,10623,2.99,"2005-08-01 15:22:38"
13321,11152,3.99,"2005-08-02 09:53:36"
13322,11987,5.99,"2005-08-17 18:21:59"
13323,13094,0.99,"2005-08-19 10:47:58"
13324,13301,3.99,"2005-08-19 18:53:15"
13325,14634,5.99,"2005-08-21 18:51:28"
13326,14832,4.99,"2005-08-22 01:43:29"
13327,15086,6.99,"2005-08-22 11:21:08"
13328,15156,9.99,"2005-08-22 14:29:11"
13329,15291,4.99,"2005-08-22 19:28:04"
13330,623,4.99,"2005-05-28 16:01:28"
13331,741,4.99,"2005-05-29 08:35:49"
13332,2074,2.99,"2005-06-17 16:40:03"
13333,2349,4.99,"2005-06-18 12:25:14"
13334,2549,7.99,"2005-06-19 02:46:39"
13335,3129,3.99,"2005-06-20 18:57:48"
13336,3966,2.99,"2005-07-06 22:38:49"
13337,5484,7.99,"2005-07-09 23:54:37"
13338,6426,7.99,"2005-07-11 23:56:38"
13339,7191,2.99,"2005-07-27 08:36:15"
13340,8151,0.99,"2005-07-28 20:50:52"
13341,8383,1.99,"2005-07-29 05:36:47"
13342,8451,5.99,"2005-07-29 07:44:56"
13343,8672,5.99,"2005-07-29 15:49:48"
13344,9387,9.99,"2005-07-30 19:27:05"
13345,9741,4.99,"2005-07-31 09:09:22"
13346,10065,4.99,"2005-07-31 19:27:34"
13347,10643,5.99,"2005-08-01 15:48:33"
13348,10783,4.99,"2005-08-01 21:23:37"
13349,12782,5.99,"2005-08-18 23:56:23"
13350,12837,0.99,"2005-08-19 01:51:09"
13351,13205,3.99,"2005-08-19 15:05:26"
13352,13445,2.99,"2005-08-20 00:05:33"
13353,13818,4.99,"2005-08-20 13:20:09"
13354,15984,2.99,"2005-08-23 20:16:27"
13355,13753,0.99,"2006-02-14 15:16:03"
13356,322,4.99,"2005-05-27 00:47:35"
13357,966,0.99,"2005-05-30 19:00:37"
13358,2567,2.99,"2005-06-19 04:04:46"
13359,3569,3.99,"2005-07-06 03:17:23"
13360,4070,2.99,"2005-07-07 04:37:09"
13361,4261,4.99,"2005-07-07 14:23:56"
13362,4269,0.99,"2005-07-07 14:38:33"
13363,5559,5.99,"2005-07-10 03:13:07"
13364,5949,4.99,"2005-07-10 23:13:00"
13365,7133,2.99,"2005-07-27 06:29:23"
13366,8221,2.99,"2005-07-28 23:47:19"
13367,11060,7.99,"2005-08-02 06:48:18"
13368,11448,4.99,"2005-08-02 20:44:33"
13369,11893,3.99,"2005-08-17 15:13:29"
13370,12605,4.99,"2005-08-18 16:59:37"
13371,13569,5.99,"2005-08-20 05:02:59"
13372,14013,6.99,"2005-08-20 20:42:50"
13373,14332,7.99,"2005-08-21 08:30:43"
13374,14348,0.99,"2005-08-21 08:54:26"
13375,15750,2.99,"2005-08-23 12:36:05"
13376,13182,2.99,"2006-02-14 15:16:03"
13377,1100,7.99,"2005-05-31 14:03:21"
13378,2180,8.99,"2005-06-18 00:47:43"
13379,2298,5.99,"2005-06-18 08:18:29"
13380,2406,2.99,"2005-06-18 16:39:37"
13381,2818,4.99,"2005-06-19 20:05:52"
13382,3696,2.99,"2005-07-06 10:04:55"
13383,4218,7.99,"2005-07-07 12:10:24"
13384,4516,4.99,"2005-07-08 02:43:41"
13385,4578,0.99,"2005-07-08 06:00:17"
13386,4795,0.99,"2005-07-08 16:32:54"
13387,5030,4.99,"2005-07-09 02:35:43"
13388,5239,4.99,"2005-07-09 13:12:35"
13389,7603,2.99,"2005-07-27 23:54:44"
13390,8011,2.99,"2005-07-28 15:26:39"
13391,8150,6.99,"2005-07-28 20:50:41"
13392,8813,6.99,"2005-07-29 21:47:55"
13393,8867,4.99,"2005-07-30 00:02:18"
13394,9273,9.99,"2005-07-30 15:05:36"
13395,9850,4.99,"2005-07-31 12:46:52"
13396,10760,7.99,"2005-08-01 20:25:20"
13397,12123,0.99,"2005-08-17 23:22:18"
13398,13159,4.99,"2005-08-19 13:19:59"
13399,13289,2.99,"2005-08-19 18:31:30"
13400,14134,0.99,"2005-08-21 01:45:54"
13401,15362,5.99,"2005-08-22 21:40:20"
13402,15633,0.99,"2005-08-23 07:31:10"
13403,15919,0.99,"2005-08-23 18:01:31"
13404,12698,4.99,"2006-02-14 15:16:03"
13405,49,2.99,"2005-05-25 06:39:35"
13406,429,8.99,"2005-05-27 16:21:26"
13407,718,2.99,"2005-05-29 04:52:23"
13408,1253,6.99,"2005-06-15 06:06:33"
13409,1782,2.99,"2005-06-16 19:21:12"
13410,2344,2.99,"2005-06-18 12:01:47"
13411,2449,4.99,"2005-06-18 19:18:36"
13412,3098,0.99,"2005-06-20 16:37:01"
13413,3360,0.99,"2005-06-21 12:12:41"
13414,3828,0.99,"2005-07-06 15:57:30"
13415,3856,2.99,"2005-07-06 17:04:46"
13416,4311,4.99,"2005-07-07 17:31:14"
13417,4972,2.99,"2005-07-08 23:56:09"
13418,5286,2.99,"2005-07-09 15:11:41"
13419,5884,0.99,"2005-07-10 19:31:38"
13420,6058,2.99,"2005-07-11 04:03:51"
13421,6088,1.99,"2005-07-11 05:40:35"
13422,7285,4.99,"2005-07-27 12:14:06"
13423,7286,6.99,"2005-07-27 12:23:49"
13424,7341,4.99,"2005-07-27 14:23:55"
13425,8020,4.99,"2005-07-28 15:43:32"
13426,8229,2.99,"2005-07-29 00:09:08"
13427,9021,0.99,"2005-07-30 05:34:24"
13428,9689,4.99,"2005-07-31 07:00:08"
13429,10225,0.99,"2005-08-01 01:38:40"
13430,11455,6.99,"2005-08-02 21:07:06"
13431,12893,2.99,"2005-08-19 03:46:43"
13432,89,2.99,"2005-05-25 14:28:29"
13433,1355,2.99,"2005-06-15 13:13:59"
13434,1526,4.99,"2005-06-16 00:27:51"
13435,1830,4.99,"2005-06-16 22:18:43"
13436,3241,1.99,"2005-06-21 02:54:32"
13437,3794,4.99,"2005-07-06 14:35:26"
13438,5022,2.99,"2005-07-09 02:10:54"
13439,5392,2.99,"2005-07-09 19:32:30"
13440,5427,3.99,"2005-07-09 21:12:26"
13441,5956,4.99,"2005-07-10 23:23:08"
13442,6723,4.99,"2005-07-12 13:44:57"
13443,7800,0.99,"2005-07-28 07:50:59"
13444,7831,0.99,"2005-07-28 08:44:21"
13445,7898,6.99,"2005-07-28 11:08:22"
13446,8130,4.99,"2005-07-28 19:48:15"
13447,8770,3.99,"2005-07-29 19:53:50"
13448,9588,0.99,"2005-07-31 03:13:13"
13449,10333,0.99,"2005-08-01 04:58:32"
13450,10497,2.99,"2005-08-01 10:55:59"
13451,11513,7.99,"2005-08-16 23:51:33"
13452,11606,0.99,"2005-08-17 03:32:43"
13453,11978,4.99,"2005-08-17 18:02:10"
13454,12004,8.99,"2005-08-17 18:56:53"
13455,12354,7.99,"2005-08-18 07:34:07"
13456,12436,3.99,"2005-08-18 10:41:05"
13457,12587,1.99,"2005-08-18 16:03:13"
13458,12947,4.99,"2005-08-19 05:54:21"
13459,13822,3.99,"2005-08-20 13:39:28"
13460,14858,3.99,"2005-08-22 02:46:18"
13461,15587,7.99,"2005-08-23 06:00:28"
13462,112,8.99,"2005-05-25 18:57:24"
13463,389,8.99,"2005-05-27 10:45:41"
13464,610,0.99,"2005-05-28 15:15:25"
13465,1375,5.99,"2005-06-15 14:54:56"
13466,1388,5.99,"2005-06-15 15:48:41"
13467,2189,3.99,"2005-06-18 01:20:26"
13468,2526,6.99,"2005-06-19 01:03:07"
13469,2996,2.99,"2005-06-20 09:20:29"
13470,3926,4.99,"2005-07-06 20:42:35"
13471,4561,0.99,"2005-07-08 05:02:43"
13472,4790,4.99,"2005-07-08 16:25:27"
13473,6018,4.99,"2005-07-11 02:06:36"
13474,6187,2.99,"2005-07-11 11:28:51"
13475,6801,3.99,"2005-07-12 17:09:08"
13476,7857,0.99,"2005-07-28 09:49:40"
13477,7925,2.99,"2005-07-28 12:10:02"
13478,8538,6.99,"2005-07-29 10:45:17"
13479,8925,0.99,"2005-07-30 02:09:14"
13480,9290,3.99,"2005-07-30 15:59:08"
13481,10947,6.99,"2005-08-02 03:23:17"
13482,11218,1.99,"2005-08-02 12:29:12"
13483,12639,2.99,"2005-08-18 18:13:05"
13484,12813,2.99,"2005-08-19 00:54:22"
13485,13628,4.99,"2005-08-20 07:03:53"
13486,14407,0.99,"2005-08-21 10:46:51"
13487,14964,4.99,"2005-08-22 06:39:24"
13488,15584,2.99,"2005-08-23 05:49:21"
13489,15853,2.99,"2005-08-23 15:54:20"
13490,493,0.99,"2005-05-28 00:34:11"
13491,605,1.99,"2005-05-28 14:39:10"
13492,3222,5.99,"2005-06-21 01:50:29"
13493,3412,7.99,"2005-06-21 16:44:31"
13494,3541,6.99,"2005-07-06 01:50:11"
13495,3723,6.99,"2005-07-06 11:12:02"
13496,4769,2.99,"2005-07-08 15:29:16"
13497,5520,1.99,"2005-07-10 01:30:41"
13498,6095,7.99,"2005-07-11 06:06:41"
13499,7456,0.99,"2005-07-27 18:34:53"
13500,8021,2.99,"2005-07-28 15:45:24"
13501,8529,2.99,"2005-07-29 10:24:31"
13502,9359,2.99,"2005-07-30 18:39:28"
13503,10817,4.99,"2005-08-01 22:51:08"
13504,11393,4.99,"2005-08-02 18:44:29"
13505,11640,1.99,"2005-08-17 04:44:33"
13506,11799,6.99,"2005-08-17 11:25:25"
13507,12914,4.99,"2005-08-19 04:25:59"
13508,13889,0.99,"2005-08-20 15:40:06"
13509,15239,4.99,"2005-08-22 17:46:17"
13510,15699,5.99,"2005-08-23 10:20:35"
13511,258,2.99,"2005-05-26 15:28:14"
13512,861,0.99,"2005-05-30 02:48:32"
13513,893,2.99,"2005-05-30 08:06:59"
13514,965,0.99,"2005-05-30 19:00:14"
13515,1696,7.99,"2005-06-16 12:50:01"
13516,2420,0.99,"2005-06-18 17:22:28"
13517,2911,0.99,"2005-06-20 03:32:37"
13518,3614,2.99,"2005-07-06 05:46:05"
13519,4606,2.99,"2005-07-08 07:05:50"
13520,5368,5.99,"2005-07-09 18:41:59"
13521,5662,2.99,"2005-07-10 07:59:24"
13522,6414,7.99,"2005-07-11 23:26:13"
13523,6760,8.99,"2005-07-12 15:16:00"
13524,6828,2.99,"2005-07-12 18:38:51"
13525,6924,8.99,"2005-07-26 22:51:53"
13526,7213,3.99,"2005-07-27 09:22:29"
13527,7255,4.99,"2005-07-27 10:49:54"
13528,7757,4.99,"2005-07-28 06:23:00"
13529,7884,4.99,"2005-07-28 10:37:24"
13530,8034,4.99,"2005-07-28 16:20:26"
13531,9232,0.99,"2005-07-30 13:43:00"
13532,9599,4.99,"2005-07-31 03:32:06"
13533,10390,4.99,"2005-08-01 06:46:48"
13534,10938,0.99,"2005-08-02 03:05:22"
13535,11036,4.99,"2005-08-02 05:56:29"
13536,11301,0.99,"2005-08-02 15:37:59"
13537,11317,4.99,"2005-08-02 16:08:52"
13538,11435,0.99,"2005-08-02 20:14:23"
13539,11620,0.99,"2005-08-17 04:06:22"
13540,12762,4.99,"2005-08-18 23:06:54"
13541,13052,9.99,"2005-08-19 09:31:42"
13542,14411,4.99,"2005-08-21 10:54:57"
13543,15486,3.99,"2005-08-23 02:05:20"
13544,16034,3.99,"2005-08-23 22:06:34"
13545,109,1.99,"2005-05-25 18:40:20"
13546,353,5.99,"2005-05-27 06:03:39"
13547,631,2.99,"2005-05-28 17:36:32"
13548,1074,4.99,"2005-05-31 10:04:42"
13549,2108,4.99,"2005-06-17 19:35:26"
13550,2225,2.99,"2005-06-18 03:35:40"
13551,3430,0.99,"2005-06-21 18:46:08"
13552,3935,6.99,"2005-07-06 21:08:29"
13553,4570,2.99,"2005-07-08 05:33:59"
13554,5465,2.99,"2005-07-09 23:01:13"
13555,5925,6.99,"2005-07-10 21:41:27"
13556,6166,4.99,"2005-07-11 10:19:05"
13557,6529,2.99,"2005-07-12 04:31:04"
13558,6950,4.99,"2005-07-26 23:45:33"
13559,8178,2.99,"2005-07-28 21:54:31"
13560,9725,0.99,"2005-07-31 08:35:18"
13561,9974,4.99,"2005-07-31 16:51:11"
13562,11075,2.99,"2005-08-02 07:24:23"
13563,11161,1.99,"2005-08-02 10:05:57"
13564,11858,4.99,"2005-08-17 13:50:31"
13565,12370,2.99,"2005-08-18 07:57:47"
13566,12783,4.99,"2005-08-19 00:01:14"
13567,13332,2.99,"2005-08-19 20:00:51"
13568,13551,2.99,"2005-08-20 04:00:30"
13569,14823,0.99,"2005-08-22 01:24:42"
13570,14913,2.99,"2005-08-22 04:52:13"
13571,15056,4.99,"2005-08-22 10:15:54"
13572,15077,2.99,"2005-08-22 11:09:18"
13573,15588,3.99,"2005-08-23 06:02:35"
13574,15692,4.99,"2005-08-23 10:00:02"
13575,15726,2.99,"2005-08-23 11:28:26"
13576,15797,0.99,"2005-08-23 14:13:47"
13577,136,5.99,"2005-05-25 22:02:30"
13578,470,4.99,"2005-05-27 21:17:08"
13579,838,4.99,"2005-05-30 00:27:57"
13580,2720,1.99,"2005-06-19 14:51:55"
13581,2938,6.99,"2005-06-20 05:17:22"
13582,3712,9.99,"2005-07-06 10:47:35"
13583,3713,6.99,"2005-07-06 10:49:30"
13584,4329,5.99,"2005-07-07 18:04:16"
13585,4757,0.99,"2005-07-08 14:36:51"
13586,5153,6.99,"2005-07-09 08:35:05"
13587,7342,3.99,"2005-07-27 14:25:17"
13588,7567,2.99,"2005-07-27 22:38:05"
13589,7807,2.99,"2005-07-28 07:58:27"
13590,7875,1.99,"2005-07-28 10:23:48"
13591,7944,4.99,"2005-07-28 12:51:22"
13592,8393,9.99,"2005-07-29 06:02:11"
13593,10397,0.99,"2005-08-01 07:11:27"
13594,10509,3.99,"2005-08-01 11:25:28"
13595,11569,2.99,"2005-08-17 01:31:04"
13596,12769,1.99,"2005-08-18 23:26:40"
13597,13166,2.99,"2005-08-19 13:36:28"
13598,13206,2.99,"2005-08-19 15:05:34"
13599,13387,2.99,"2005-08-19 21:46:10"
13600,13859,5.99,"2005-08-20 14:53:43"
13601,15018,4.99,"2005-08-22 08:52:38"
13602,15166,6.99,"2005-08-22 15:05:37"
13603,15723,8.99,"2005-08-23 11:17:26"
13604,16022,4.99,"2005-08-23 21:44:27"
13605,159,2.99,"2005-05-26 01:34:28"
13606,645,2.99,"2005-05-28 19:14:09"
13607,1799,5.99,"2005-06-16 20:17:20"
13608,1886,4.99,"2005-06-17 03:36:02"
13609,2773,7.99,"2005-06-19 18:04:18"
13610,3137,5.99,"2005-06-20 19:41:28"
13611,4008,5.99,"2005-07-07 00:26:43"
13612,4507,6.99,"2005-07-08 02:22:45"
13613,5976,9.99,"2005-07-11 00:16:35"
13614,6292,4.99,"2005-07-11 17:23:33"
13615,6441,0.99,"2005-07-12 00:27:08"
13616,7784,4.99,"2005-07-28 07:15:32"
13617,10219,5.99,"2005-08-01 01:10:33"
13618,10896,2.99,"2005-08-02 01:19:33"
13619,11163,0.99,"2005-08-02 10:08:40"
13620,11907,2.99,"2005-08-17 15:40:47"
13621,13612,3.99,"2005-08-20 06:22:08"
13622,14398,2.99,"2005-08-21 10:27:21"
13623,14802,2.99,"2005-08-22 00:48:23"
13624,15436,4.99,"2005-08-23 00:30:26"
13625,15867,4.99,"2006-02-14 15:16:03"
13626,114,3.99,"2005-05-25 19:12:42"
13627,387,2.99,"2005-05-27 10:35:27"
13628,410,3.99,"2005-05-27 14:11:22"
13629,547,8.99,"2005-05-28 07:24:28"
13630,907,0.99,"2005-05-30 10:37:27"
13631,1042,2.99,"2005-05-31 05:53:00"
13632,1153,4.99,"2005-05-31 21:36:44"
13633,1446,6.99,"2005-06-15 19:13:45"
13634,1467,2.99,"2005-06-15 20:47:10"
13635,1565,0.99,"2005-06-16 03:13:09"
13636,2755,9.99,"2005-06-19 16:56:31"
13637,2824,6.99,"2005-06-19 20:31:45"
13638,4594,7.99,"2005-07-08 06:40:06"
13639,4640,6.99,"2005-07-08 08:59:34"
13640,4806,8.99,"2005-07-08 17:01:02"
13641,5985,0.99,"2005-07-11 00:51:58"
13642,6783,2.99,"2005-07-12 16:27:56"
13643,7020,0.99,"2005-07-27 02:24:27"
13644,8096,9.99,"2005-07-28 18:32:46"
13645,8506,0.99,"2005-07-29 09:23:52"
13646,9654,3.99,"2005-07-31 05:57:42"
13647,9972,2.99,"2005-07-31 16:42:43"
13648,10477,2.99,"2005-08-01 10:04:17"
13649,10873,4.99,"2005-08-02 00:30:34"
13650,11238,0.99,"2005-08-02 13:25:50"
13651,11781,4.99,"2005-08-17 10:37:00"
13652,12994,0.99,"2005-08-19 07:26:10"
13653,13073,2.99,"2005-08-19 10:05:38"
13654,13767,0.99,"2005-08-20 11:43:36"
13655,14074,1.99,"2005-08-20 23:16:07"
13656,14337,2.99,"2005-08-21 08:34:26"
13657,14395,6.99,"2005-08-21 10:24:00"
13658,15022,5.99,"2005-08-22 08:55:43"
13659,15572,1.99,"2005-08-23 05:28:01"
13660,15694,9.99,"2005-08-23 10:02:46"
13661,52,0.99,"2005-05-25 06:51:29"
13662,713,4.99,"2005-05-29 04:10:17"
13663,1307,4.99,"2005-06-15 10:06:15"
13664,2143,4.99,"2005-06-17 21:58:13"
13665,2283,4.99,"2005-06-18 06:56:06"
13666,3660,4.99,"2005-07-06 08:07:29"
13667,3880,2.99,"2005-07-06 18:32:49"
13668,4440,0.99,"2005-07-07 23:00:58"
13669,4455,2.99,"2005-07-07 23:43:46"
13670,4744,0.99,"2005-07-08 13:43:57"
13671,4901,2.99,"2005-07-08 20:44:51"
13672,5962,0.99,"2005-07-10 23:45:22"
13673,6351,6.99,"2005-07-11 20:31:44"
13674,6396,1.99,"2005-07-11 22:31:08"
13675,6891,2.99,"2005-07-12 21:07:35"
13676,7770,5.99,"2005-07-28 06:49:35"
13677,7970,5.99,"2005-07-28 13:58:38"
13678,8369,2.99,"2005-07-29 05:15:42"
13679,8976,2.99,"2005-07-30 04:12:32"
13680,9003,2.99,"2005-07-30 05:02:52"
13681,12071,6.99,"2005-08-17 21:49:14"
13682,12275,4.99,"2005-08-18 04:42:02"
13683,12343,4.99,"2005-08-18 07:15:13"
13684,14625,4.99,"2005-08-21 18:34:21"
13685,15394,2.99,"2005-08-22 23:04:21"
13686,369,2.99,"2005-05-27 07:46:49"
13687,921,2.99,"2005-05-30 11:53:09"
13688,1661,4.99,"2005-06-16 10:12:57"
13689,5657,9.99,"2005-07-10 07:33:43"
13690,5978,6.99,"2005-07-11 00:16:54"
13691,6101,4.99,"2005-07-11 06:50:33"
13692,6646,0.99,"2005-07-12 10:41:34"
13693,6929,8.99,"2005-07-26 22:59:19"
13694,7283,5.99,"2005-07-27 12:02:41"
13695,7322,3.99,"2005-07-27 13:37:26"
13696,7327,7.99,"2005-07-27 13:53:26"
13697,7668,2.99,"2005-07-28 02:41:31"
13698,7676,4.99,"2005-07-28 02:55:27"
13699,8191,4.99,"2005-07-28 22:47:14"
13700,9694,5.99,"2005-07-31 07:13:16"
13701,9706,2.99,"2005-07-31 07:43:19"
13702,10128,2.99,"2005-07-31 21:40:04"
13703,10746,8.99,"2005-08-01 19:58:49"
13704,11365,2.99,"2005-08-02 18:00:09"
13705,11447,6.99,"2005-08-02 20:36:25"
13706,13095,6.99,"2005-08-19 10:48:10"
13707,13201,2.99,"2005-08-19 14:56:05"
13708,15010,6.99,"2005-08-22 08:30:17"
13709,15195,4.99,"2005-08-22 16:08:23"
13710,14318,0.99,"2006-02-14 15:16:03"
13711,22,4.99,"2005-05-25 02:19:23"
13712,831,8.99,"2005-05-29 22:50:25"
13713,1267,2.99,"2005-06-15 07:21:21"
13714,2919,4.99,"2005-06-20 04:10:16"
13715,4139,1.99,"2005-07-07 08:17:35"
13716,4266,4.99,"2005-07-07 14:34:50"
13717,4832,2.99,"2005-07-08 18:07:05"
13718,5008,2.99,"2005-07-09 01:31:42"
13719,6591,5.99,"2005-07-12 07:13:46"
13720,7848,6.99,"2005-07-28 09:24:31"
13721,8114,8.99,"2005-07-28 19:14:06"
13722,8214,5.99,"2005-07-28 23:37:57"
13723,8240,0.99,"2005-07-29 00:33:32"
13724,10189,4.99,"2005-08-01 00:25:00"
13725,10988,5.99,"2005-08-02 04:38:17"
13726,11814,6.99,"2005-08-17 12:09:20"
13727,12109,4.99,"2005-08-17 22:58:35"
13728,14045,4.99,"2005-08-20 21:50:11"
13729,14994,5.99,"2005-08-22 07:52:24"
13730,15965,2.99,"2005-08-23 19:46:39"
13731,75,8.99,"2005-05-25 11:13:34"
13732,372,5.99,"2005-05-27 08:13:58"
13733,1118,4.99,"2005-05-31 16:23:02"
13734,1435,5.99,"2005-06-15 18:32:30"
13735,1757,0.99,"2005-06-16 17:32:24"
13736,1925,0.99,"2005-06-17 06:16:47"
13737,2729,8.99,"2005-06-19 15:06:15"
13738,2806,0.99,"2005-06-19 19:30:48"
13739,2817,0.99,"2005-06-19 20:05:22"
13740,3352,8.99,"2005-06-21 11:26:29"
13741,3465,5.99,"2005-06-21 22:10:01"
13742,3744,2.99,"2005-07-06 12:10:02"
13743,4014,4.99,"2005-07-07 00:58:54"
13744,5851,4.99,"2005-07-10 17:40:47"
13745,6531,1.99,"2005-07-12 04:35:24"
13746,7457,2.99,"2005-07-27 18:35:17"
13747,7678,8.99,"2005-07-28 02:58:16"
13748,7794,9.99,"2005-07-28 07:28:03"
13749,8763,3.99,"2005-07-29 19:38:24"
